year,geo,vehicle_type,origin_of_manufacture,sales,value
1965,Ontario,Passenger cars,"Total, overseas",Dollars,61230000
1965,Ontario,Passenger cars,"Total, overseas",Units,28795
1965,Ontario,Trucks,North America,Dollars,144081000
1965,Ontario,Trucks,North America,Units,38505
1965,Ontario,Trucks,"Total, overseas",Dollars,1814000
1965,Ontario,Trucks,"Total, overseas",Units,695
1965,Prince Edward Island,Passenger cars,North America,Dollars,8695000
1965,Prince Edward Island,Passenger cars,North America,Units,2709
1965,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,845000
1965,Prince Edward Island,Passenger cars,"Total, overseas",Units,434
1965,Quebec,Passenger cars,North America,Dollars,551986000
1965,Quebec,Passenger cars,North America,Units,164040
1965,Quebec,Passenger cars,"Total, overseas",Dollars,39259000
1965,Quebec,Passenger cars,"Total, overseas",Units,18679
1965,Quebec,Trucks,North America,Dollars,97812000
1965,Quebec,Trucks,North America,Units,22282
1965,Quebec,Trucks,"Total, overseas",Dollars,894000
1965,Quebec,Trucks,"Total, overseas",Units,337
1965,Saskatchewan,Passenger cars,North America,Dollars,99724000
1965,Saskatchewan,Passenger cars,North America,Units,30093
1965,Saskatchewan,Passenger cars,"Total, overseas",Dollars,3325000
1965,Saskatchewan,Passenger cars,"Total, overseas",Units,1529
1966,Alberta,Passenger cars,North America,Dollars,163558000
1966,Alberta,Passenger cars,North America,Units,47574
1966,Alberta,Passenger cars,"Total, overseas",Dollars,7270000
1966,Alberta,Passenger cars,"Total, overseas",Units,3322
1966,British Columbia and the Territories,Passenger cars,North America,Dollars,168977000
1966,British Columbia and the Territories,Passenger cars,North America,Units,50664
1966,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,26617000
1966,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,11879
1966,British Columbia and the Territories,Trucks,North America,Dollars,69747000
1966,British Columbia and the Territories,Trucks,North America,Units,15003
1966,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,1914000
1966,British Columbia and the Territories,Trucks,"Total, overseas",Units,739
1966,Canada,Passenger cars,North America,Dollars,2128112000
1966,Canada,Passenger cars,North America,Units,626986
1966,Canada,Passenger cars,"Total, country of manufacture",Dollars,2274083000
1966,Canada,Passenger cars,"Total, country of manufacture",Units,694820
1966,Canada,Passenger cars,"Total, overseas",Dollars,145971000
1966,Canada,Passenger cars,"Total, overseas",Units,67834
1966,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,2824591000
1966,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,827431
1966,Canada,Trucks,North America,Dollars,545261000
1966,Canada,Trucks,North America,Units,130629
1966,Canada,Trucks,"Total, country of manufacture",Dollars,550508000
1966,Canada,Trucks,"Total, country of manufacture",Units,132611
1966,Canada,Trucks,"Total, overseas",Dollars,5247000
1966,Canada,Trucks,"Total, overseas",Units,1982
1966,Manitoba,Passenger cars,North America,Dollars,99748000
1966,Manitoba,Passenger cars,North America,Units,29452
1966,Manitoba,Passenger cars,"Total, overseas",Dollars,3558000
1966,Manitoba,Passenger cars,"Total, overseas",Units,1718
1966,New Brunswick,Passenger cars,North America,Dollars,56248000
1966,New Brunswick,Passenger cars,North America,Units,16878
1966,New Brunswick,Passenger cars,"Total, overseas",Dollars,5112000
1966,New Brunswick,Passenger cars,"Total, overseas",Units,2566
1966,Newfoundland and Labrador,Passenger cars,North America,Dollars,32291000
1966,Newfoundland and Labrador,Passenger cars,North America,Units,9732
1966,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,4215000
1966,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,2020
1966,Nova Scotia,Passenger cars,North America,Dollars,64885000
1966,Nova Scotia,Passenger cars,North America,Units,19517
1966,Nova Scotia,Passenger cars,"Total, overseas",Dollars,6943000
1966,Nova Scotia,Passenger cars,"Total, overseas",Units,3524
1966,Ontario,Passenger cars,North America,Dollars,881888000
1966,Ontario,Passenger cars,North America,Units,258531
1966,Ontario,Passenger cars,"Total, overseas",Dollars,54471000
1966,Ontario,Passenger cars,"Total, overseas",Units,25199
1966,Ontario,Trucks,North America,Dollars,175382000
1966,Ontario,Trucks,North America,Units,42203
1966,Ontario,Trucks,"Total, overseas",Dollars,1641000
1966,Ontario,Trucks,"Total, overseas",Units,617
1966,Prince Edward Island,Passenger cars,North America,Dollars,8771000
1966,Prince Edward Island,Passenger cars,North America,Units,2653
1966,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,656000
1966,Prince Edward Island,Passenger cars,"Total, overseas",Units,336
1966,Quebec,Passenger cars,North America,Dollars,548628000
1966,Quebec,Passenger cars,North America,Units,161827
1966,Quebec,Passenger cars,"Total, overseas",Dollars,34520000
1966,Quebec,Passenger cars,"Total, overseas",Units,16054
1966,Quebec,Trucks,North America,Dollars,99928000
1966,Quebec,Trucks,North America,Units,22596
1966,Quebec,Trucks,"Total, overseas",Dollars,733000
1966,Quebec,Trucks,"Total, overseas",Units,270
1966,Saskatchewan,Passenger cars,North America,Dollars,103118000
1966,Saskatchewan,Passenger cars,North America,Units,30158
1966,Saskatchewan,Passenger cars,"Total, overseas",Dollars,2609000
1966,Saskatchewan,Passenger cars,"Total, overseas",Units,1216
1967,Alberta,Passenger cars,North America,Dollars,165331000
1967,Alberta,Passenger cars,North America,Units,47824
1967,Alberta,Passenger cars,"Total, overseas",Dollars,8637000
1967,Alberta,Passenger cars,"Total, overseas",Units,3891
1967,British Columbia and the Territories,Passenger cars,North America,Dollars,160176000
1967,British Columbia and the Territories,Passenger cars,North America,Units,46847
1967,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,31956000
1967,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,13740
1967,British Columbia and the Territories,Trucks,North America,Dollars,67363000
1967,British Columbia and the Territories,Trucks,North America,Units,14182
1967,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,2722000
1967,British Columbia and the Territories,Trucks,"Total, overseas",Units,1068
1967,Canada,Passenger cars,North America,Dollars,2045733000
1967,Canada,Passenger cars,North America,Units,605049
1967,Canada,Passenger cars,"Total, country of manufacture",Dollars,2210309000
1967,Canada,Passenger cars,"Total, country of manufacture",Units,679435
1967,Canada,Passenger cars,"Total, overseas",Dollars,164576000
1967,Canada,Passenger cars,"Total, overseas",Units,74386
1967,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,2798366000
1967,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,815307
1967,Canada,Trucks,North America,Dollars,581367000
1967,Canada,Trucks,North America,Units,133330
1967,Canada,Trucks,"Total, country of manufacture",Dollars,588057000
1967,Canada,Trucks,"Total, country of manufacture",Units,135872
1967,Canada,Trucks,"Total, overseas",Dollars,6690000
1967,Canada,Trucks,"Total, overseas",Units,2542
1967,Manitoba,Passenger cars,North America,Dollars,103037000
1967,Manitoba,Passenger cars,North America,Units,30532
1967,Manitoba,Passenger cars,"Total, overseas",Dollars,4020000
1967,Manitoba,Passenger cars,"Total, overseas",Units,1866
1967,New Brunswick,Passenger cars,North America,Dollars,46848000
1967,New Brunswick,Passenger cars,North America,Units,14081
1967,New Brunswick,Passenger cars,"Total, overseas",Dollars,4212000
1967,New Brunswick,Passenger cars,"Total, overseas",Units,2100
1967,Newfoundland and Labrador,Passenger cars,North America,Dollars,34112000
1967,Newfoundland and Labrador,Passenger cars,North America,Units,10325
1967,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,3441000
1967,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,1803
1967,Nova Scotia,Passenger cars,North America,Dollars,63631000
1967,Nova Scotia,Passenger cars,North America,Units,19210
1967,Nova Scotia,Passenger cars,"Total, overseas",Dollars,7452000
1967,Nova Scotia,Passenger cars,"Total, overseas",Units,3699
1967,Ontario,Passenger cars,North America,Dollars,830000000
1967,Ontario,Passenger cars,North America,Units,246044
1967,Ontario,Passenger cars,"Total, overseas",Dollars,62422000
1967,Ontario,Passenger cars,"Total, overseas",Units,28247
1967,Ontario,Trucks,North America,Dollars,200691000
1967,Ontario,Trucks,North America,Units,44267
1967,Ontario,Trucks,"Total, overseas",Dollars,1909000
1967,Ontario,Trucks,"Total, overseas",Units,714
1967,Prince Edward Island,Passenger cars,North America,Dollars,8034000
1967,Prince Edward Island,Passenger cars,North America,Units,2421
1967,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,665000
1967,Prince Edward Island,Passenger cars,"Total, overseas",Units,338
1967,Quebec,Passenger cars,North America,Dollars,536392000
1967,Quebec,Passenger cars,North America,Units,158706
1967,Quebec,Passenger cars,"Total, overseas",Dollars,38947000
1967,Quebec,Passenger cars,"Total, overseas",Units,17434
1967,Quebec,Trucks,North America,Dollars,107147000
1967,Quebec,Trucks,North America,Units,22586
1967,Quebec,Trucks,"Total, overseas",Dollars,882000
1967,Quebec,Trucks,"Total, overseas",Units,330
1967,Saskatchewan,Passenger cars,North America,Dollars,98172000
1967,Saskatchewan,Passenger cars,North America,Units,29059
1967,Saskatchewan,Passenger cars,"Total, overseas",Dollars,2824000
1967,Saskatchewan,Passenger cars,"Total, overseas",Units,1268
1968,Alberta,Passenger cars,North America,Dollars,180118000
1968,Alberta,Passenger cars,North America,Units,49450
1968,Alberta,Passenger cars,"Total, country of manufacture",Dollars,0
1968,Alberta,Passenger cars,"Total, country of manufacture",Units,0
1968,Alberta,Passenger cars,"Total, overseas",Dollars,15114000
1968,Alberta,Passenger cars,"Total, overseas",Units,6417
1968,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,282903000
1968,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,78066
1968,Alberta,Trucks,North America,Dollars,0
1968,Alberta,Trucks,North America,Units,0
1968,Alberta,Trucks,"Total, country of manufacture",Dollars,0
1968,Alberta,Trucks,"Total, country of manufacture",Units,0
1968,Alberta,Trucks,"Total, overseas",Dollars,0
1968,Alberta,Trucks,"Total, overseas",Units,0
1968,British Columbia and the Territories,Passenger cars,North America,Dollars,164642000
1968,British Columbia and the Territories,Passenger cars,North America,Units,45846
1968,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,0
1968,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,0
1968,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,49690000
1968,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,20642
1968,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,302005000
1968,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,85915
1968,British Columbia and the Territories,Trucks,North America,Dollars,81882000
1968,British Columbia and the Territories,Trucks,North America,Units,17239
1968,British Columbia and the Territories,Trucks,"Total, country of manufacture",Dollars,0
1968,British Columbia and the Territories,Trucks,"Total, country of manufacture",Units,0
1968,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,5791000
1968,British Columbia and the Territories,Trucks,"Total, overseas",Units,2188
1968,Canada,Passenger cars,North America,Dollars,2238712000
1968,Canada,Passenger cars,North America,Units,637393
1968,Canada,Passenger cars,"Total, country of manufacture",Dollars,2481141000
1968,Canada,Passenger cars,"Total, country of manufacture",Units,741915
1968,Canada,Passenger cars,"Total, overseas",Dollars,242429000
1968,Canada,Passenger cars,"Total, overseas",Units,104522
1968,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,3115789000
1968,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,889453
1968,Canada,Trucks,North America,Dollars,620184000
1968,Canada,Trucks,North America,Units,142241
1968,Canada,Trucks,"Total, country of manufacture",Dollars,634648000
1968,Canada,Trucks,"Total, country of manufacture",Units,147538
1968,Canada,Trucks,"Total, overseas",Dollars,14464000
1968,Canada,Trucks,"Total, overseas",Units,5297
1968,Manitoba,Passenger cars,North America,Dollars,96272000
1968,Manitoba,Passenger cars,North America,Units,27569
1968,Manitoba,Passenger cars,"Total, country of manufacture",Dollars,0
1968,Manitoba,Passenger cars,"Total, country of manufacture",Units,0
1968,Manitoba,Passenger cars,"Total, overseas",Dollars,5714000
1968,Manitoba,Passenger cars,"Total, overseas",Units,2460
1968,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Dollars,132884000
1968,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Units,37602
1968,Manitoba,Trucks,North America,Dollars,0
1968,Manitoba,Trucks,North America,Units,0
1968,Manitoba,Trucks,"Total, country of manufacture",Dollars,0
1968,Manitoba,Trucks,"Total, country of manufacture",Units,0
1968,Manitoba,Trucks,"Total, overseas",Dollars,0
1968,Manitoba,Trucks,"Total, overseas",Units,0
1968,New Brunswick,Passenger cars,North America,Dollars,54811000
1968,New Brunswick,Passenger cars,North America,Units,15687
1968,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,0
1968,New Brunswick,Passenger cars,"Total, country of manufacture",Units,0
1968,New Brunswick,Passenger cars,"Total, overseas",Dollars,6314000
1968,New Brunswick,Passenger cars,"Total, overseas",Units,3005
1968,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,81097000
1968,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,22847
1968,New Brunswick,Trucks,North America,Dollars,0
1968,New Brunswick,Trucks,North America,Units,0
1968,New Brunswick,Trucks,"Total, country of manufacture",Dollars,0
1968,New Brunswick,Trucks,"Total, country of manufacture",Units,0
1968,New Brunswick,Trucks,"Total, overseas",Dollars,0
1968,New Brunswick,Trucks,"Total, overseas",Units,0
1968,Newfoundland and Labrador,Passenger cars,North America,Dollars,33209000
1968,Newfoundland and Labrador,Passenger cars,North America,Units,9579
1968,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,0
1968,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,0
